Column1,Column2
"من هو مؤلف كتاب ""القيم الأخلاقية والسلوكية بين تعاليم عنخ شاشنقي في مصر وزرادشت في إيران دراسة مقارنة""؟",SELECT Author FROM books WHERE Title = 'القيم الأخلاقية والسلوكية بين تعاليم عنخ شاشنقي في مصر وزرادشت في إيران دراسة مقارنة';
"قديش عدد صفحات "" ""إيباك الأجندة الأميركية لمصلحة الكيان الصهيوني""""؟","SELECT Pages FROM books WHERE Title = '""إيباك الأجندة الأميركية لمصلحة الكيان الصهيوني""';"
"سعر "" واقع و آفاق سعر صرف الدينار الجزائري"" قديش؟",SELECT Price FROM books WHERE Title = 'واقع و آفاق سعر صرف الدينار الجزائري';
شو الفئة الفرعية تبعت صاحب الظل الطويل؟,SELECT Subcategory FROM books WHERE Title = 'صاحب الظل الطويل';
التصنيف تبع كتاب في رحاب العالم القديم الحديث شو؟,SELECT Category FROM books WHERE Title = 'في رحاب العالم القديم الحديث';
"من هو الناشر لكتاب ""المكياج فن له أصوله""؟",SELECT Publisher FROM books WHERE Title = 'المكياج فن له أصوله';
"بتعرف عدد صفحات كتاب "" الإستراتيجيات التسويقية في الإنترنت""؟",SELECT Pages FROM books WHERE Title = 'الإستراتيجيات التسويقية في الإنترنت';
"مين الكاتب تبع "" الإدارة بالأهداف""؟",SELECT Author FROM books WHERE Title = 'الإدارة بالأهداف';
"بتعرف عدد صفحات كتاب "" التسويق الفندقي""؟",SELECT Pages FROM books WHERE Title = 'التسويق الفندقي';
"بتعرف عدد صفحات كتاب "" مذكرات في النقود والبنوك""؟",SELECT Pages FROM books WHERE Title = 'مذكرات في النقود والبنوك';
"من هو الناشر لكتاب ""مذكرات جمال باشا""؟",SELECT Publisher FROM books WHERE Title = 'مذكرات جمال باشا';
"مين اللي كاتب كتاب "" المسرح في الخليج بين الواقع والمستقبل""؟",SELECT Author FROM books WHERE Title = 'المسرح في الخليج بين الواقع والمستقبل';
الغلاف تبع الفكر التربوي عند ابن خلدون كيف شكله؟,SELECT Cover FROM books WHERE Title = 'الفكر التربوي عند ابن خلدون';
"مين الكاتب تبع "" المأسورون""؟",SELECT Author FROM books WHERE Title = 'المأسورون';
مين اللي نشر كتاب العلاقات الجنسية في الإسلام؟,SELECT Publisher FROM books WHERE Title = 'العلاقات الجنسية في الإسلام';
"قديش ثمن "" التسويق المباشر والعلاقات العامة""؟",SELECT Price FROM books WHERE Title = 'التسويق المباشر والعلاقات العامة';
هل توجد كتب لجبران خليل جبران نُشرت في آخر عشر سنوات؟,SELECT Title FROM books WHERE Author LIKE '%جبران خليل جبران%' AND PublicationYear >= 2015;
"بتعرف مين كتب "" فقه الوصية في المذاهب الإسلامية والقوانين العربية""؟",SELECT Author FROM books WHERE Title = 'فقه الوصية في المذاهب الإسلامية والقوانين العربية';
"سعر "" أسطورة يهوه"" قديش؟",SELECT Price FROM books WHERE Title = 'أسطورة يهوه';
ما الكتب التي كتبها محمد الغزالى وما هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'محمد الغزالى';"
"بتعرف مين كتب "" مقدمة في الضوء الفيزيائي""؟",SELECT Author FROM books WHERE Title = 'مقدمة في الضوء الفيزيائي';
"ما هي الفئة الفرعية لكتاب ""أفضل وسائل التربية""؟",SELECT Subcategory FROM books WHERE Title = 'أفضل وسائل التربية';
"مين اللي كاتب كتاب "" الأربعين النووية في الأحاديث الصحيحة النبوية""؟",SELECT Author FROM books WHERE Title = 'الأربعين النووية في الأحاديث الصحيحة النبوية';
مين ألّف كتاب The Undisciplined Rabbit؟,SELECT Author FROM books WHERE Title = 'The Undisciplined Rabbit';
"قديش عدد صفحات "" الرسائل المصطفية في الرسالة المحمدية""؟",SELECT Pages FROM books WHERE Title = 'الرسائل المصطفية في الرسالة المحمدية';
"مين اللي كاتب كتاب "" أدبيات التعايش بين المذاهب""؟",SELECT Author FROM books WHERE Title = 'أدبيات التعايش بين المذاهب';
"بدي أعرف بكم سعر كتاب "" الروابط المنطقية وأثرها في المنطق الرياضي والحاسوب""؟",SELECT Price FROM books WHERE Title = 'الروابط المنطقية وأثرها في المنطق الرياضي والحاسوب';
ما الكتب التي كتبها منير شبلي وما هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'منير شبلي';"
"بتعرف مين كتب "" تاريخ المسرح في إيران؛ منذ البداية إلى اليوم""؟",SELECT Author FROM books WHERE Title = 'تاريخ المسرح في إيران؛ منذ البداية إلى اليوم';
"بتعرف عدد صفحات كتاب "" هؤلاء حكموا العراق""؟",SELECT Pages FROM books WHERE Title = 'هؤلاء حكموا العراق';
مين دار النشر لكتاب جملود الجمل؟,SELECT Publisher FROM books WHERE Title = 'جملود الجمل';
"بتعرف مين كتب "" بلغني أيها الملك الحزين""؟",SELECT Author FROM books WHERE Title = 'بلغني أيها الملك الحزين';
"ما هو سعر كتاب ""المراهقة وأسرارها""؟",SELECT Price FROM books WHERE Title = 'المراهقة وأسرارها';
"مين الكاتب تبع "" شرح منظومة ابن فرح في علم مصطلح الحديث""؟",SELECT Author FROM books WHERE Title = 'شرح منظومة ابن فرح في علم مصطلح الحديث';
"من فضلك، شو الكتب اللي طبعتها دار سائر المشرق للنشر والتوزيع؟",SELECT Title FROM books WHERE Publisher = 'دار سائر المشرق للنشر والتوزيع';
"مين اللي كاتب كتاب "" فضائل القرآن العظيم""؟",SELECT Author FROM books WHERE Title = 'فضائل القرآن العظيم';
مين ألّف كتاب تربية الطفل في الإسلام؟,SELECT Author FROM books WHERE Title = 'تربية الطفل في الإسلام';
"سعر "" ترنيمة مريم"" قديش؟",SELECT Price FROM books WHERE Title = 'ترنيمة مريم';
الكتاب أحلم بأن أكون طبيباً نزل في أي سنة؟,SELECT PublicationYear FROM books WHERE Title = 'أحلم بأن أكون طبيباً';
"قديش ثمن "" شبهات حول حديث الجساسة وردّها""؟",SELECT Price FROM books WHERE Title = 'شبهات حول حديث الجساسة وردّها';
"مين اللي كاتب كتاب "" أسرار الساعات الأخيرة قبل سقوط بغداد""؟",SELECT Author FROM books WHERE Title = 'أسرار الساعات الأخيرة قبل سقوط بغداد';
"سعر "" أستخدام تحليل الانحدار اللوجستي لمعرفة مسببات الاصابة بسرطان الثدي"" قديش؟",SELECT Price FROM books WHERE Title = 'أستخدام تحليل الانحدار اللوجستي لمعرفة مسببات الاصابة بسرطان الثدي';
"بتعرف مين كتب "" السندات والاسهم والاوراق المالية""؟",SELECT Author FROM books WHERE Title = 'السندات والاسهم والاوراق المالية';
"كم يبلغ عدد صفحات كتاب ""خلاصة تاريخ المسيحية في مصر""؟",SELECT Pages FROM books WHERE Title = 'خلاصة تاريخ المسيحية في مصر';
شو الفئة الفرعية تبعت أطفال منزعجون؟,SELECT Subcategory FROM books WHERE Title = 'أطفال منزعجون';
شو نوع كتاب تنمية مهارات الطفل.. تحفيز التفكير وزيادة الذكاء؟,SELECT Category FROM books WHERE Title = 'تنمية مهارات الطفل.. تحفيز التفكير وزيادة الذكاء';
"قديش عدد صفحات "" الصحافة والكمبيوتر""؟",SELECT Pages FROM books WHERE Title = 'الصحافة والكمبيوتر';
"قديش ثمن "" الفهرست - العدد التاسع""؟",SELECT Price FROM books WHERE Title = 'الفهرست - العدد التاسع';
"ما هو تصنيف كتاب ""قواعد التعامل مع الخوف وضعف الثقة عند الأطفال""؟",SELECT Category FROM books WHERE Title = 'قواعد التعامل مع الخوف وضعف الثقة عند الأطفال';
"ما هو تصنيف كتاب ""سر المجد رجل من بلدي""؟",SELECT Category FROM books WHERE Title = 'سر المجد رجل من بلدي';
تحت أي فئة فرعية بيجي كتاب البيان عما شهدت بالعيان وعمن شاهدت من الأعيان من إعلان الدستور العثماني إلى الآن؟,SELECT Subcategory FROM books WHERE Title = 'كتاب البيان عما شهدت بالعيان وعمن شاهدت من الأعيان من إعلان الدستور العثماني إلى الآن';
"بتعرف عدد صفحات كتاب "" حركة حماس وتحرير فلسطين""؟",SELECT Pages FROM books WHERE Title = 'حركة حماس وتحرير فلسطين';
"قديش عدد صفحات "" أنثروبولوجيا العولمة""؟",SELECT Pages FROM books WHERE Title = 'أنثروبولوجيا العولمة';
"مين اللي كاتب كتاب "" منظمة المؤتمر الإسلامي""؟",SELECT Author FROM books WHERE Title = 'منظمة المؤتمر الإسلامي';
"بتعرف مين كتب "" الفهرست - العددان السادس والسابع""؟",SELECT Author FROM books WHERE Title = 'الفهرست - العددان السادس والسابع';
